training_set_id,wether_id,route_id,boarding_data_id,delay_in_minutes
2b44d953-7394-4c1c-aa13-085a2655c199,742cfc04-bc26-4bd0-a75c-ae5a02d8077a,568fdb5c-a4d1-4d1d-9da7-a2309240477d,fabbe99e-0e79-4b95-b684-2f4e08886044,24.97
69cabf5a-8267-4866-8fc9-abe72ecf5b59,7dce41b3-9e68-4cf7-b98c-2a61435930a6,c211bb9f-67ff-42a1-8cb2-2b44a26ec74f,caefe264-6e7a-4a18-be8d-de515fee79a3,138.91
30ef0964-2231-4d9a-b0f9-0a984f82eecb,602707ba-0b0b-4be9-8630-7305691dfade,5e844e04-ad7a-43b0-9dfb-6596da507a76,599134bb-3d56-4f2d-a5e6-f32e3ac5fa08,22.92
956c15bb-4c43-4f73-8079-cfca82d0d60c,629dcc96-926a-4b74-bd75-8e7014e4f00f,0d550eef-b07c-410f-8549-2b6748296457,27d3c38f-e2dd-409f-99a8-6656b0286ece,1.89
2ef5980e-cd97-4bb0-90d4-a0bc09147737,45de0603-7097-4b46-ab6f-791024cfa11a,364bd43d-1ad8-4395-a624-be5f92af8de2,48061278-02de-4a52-9d86-e75833f11f41,51.14
7ca1137b-db5f-4766-b100-01e909233614,fa79861a-ae56-44ff-8722-672d4ae61191,d89a98ee-0681-4423-b9ce-d79323e4ae70,abc201e1-1c79-4b27-acaa-838f32c34f36,58.64
8e00f951-1608-45d9-ad42-31df2ed73882,c20d22fa-4af9-4e34-8a9d-4dca2a7eae94,28246e7b-dfbd-45c0-b4e1-cab75e564f33,d37c5c32-077f-4abb-a1be-f8d97e8d85e7,120.19
65e8a3eb-02e0-4e92-8109-e116c58f873e,5ae5d160-cad5-4ee9-83ed-59c2fdd1e72a,8619cd38-8b6b-46dc-b3c9-1fe8d89a6a85,c316677e-df6a-4641-a33a-5e2696999405,168.16
b483c176-7e27-4d40-a8ab-836204dec6e4,a645a86c-1ab4-4d16-9d7d-afba1550b4ad,076853f8-05b6-4717-a8d8-e66b8775f8b3,0634ee49-018a-465d-9553-03deff60bad5,74.31
6f664eb4-8077-4161-a0ed-2c44c469c3d7,0c86a45d-f4dc-4833-bcc8-bc1c618630b6,79a9bd8a-0fcd-4b17-b48e-d0076602197c,a32ddad6-99c8-4bcc-8e6c-96bdfcedcda1,154.69
5ff3b51a-cf73-4b9b-86ab-0318e769282c,f2d707cf-dad1-48a5-9368-4094a5a502b5,49410d5a-433b-455e-8ef8-4e2d7d10838b,e1951e43-229f-4ef3-819e-85f3097c055f,119.15
a5705660-8000-4804-8039-87d0c497b283,b93bcb11-3f72-4ae9-83a5-aff3566e1a89,ac972ca6-85e7-4694-92a6-46d688d94d30,c362746e-1549-4417-8b3d-f1aade258976,34.36
95af3335-b210-4efc-b7b7-44ffd62154af,28fbde1e-2d9c-4c8f-900d-42d547a7ef75,b9709947-421a-4501-99bd-139367ee9115,1103b5a1-7ddf-4fc5-be22-52f1c2102143,111.82
e5b22fbd-b7f8-410c-a95b-0baae2308688,efe4afce-65ec-4bb3-80c7-e9fd9ceb6abd,aed9185f-813c-4868-8e99-9e1bfe90e453,3048c51c-ba72-443b-a7e6-ef1fb681b80e,4.96
1bef3f43-b09d-4ec3-ad98-f71aef0abffa,8237b519-33ba-4152-a157-9f3b0368f38d,d2168b5b-0f15-443e-b1a8-4493620c7b7e,ee53ff0d-47ad-47ba-bbfb-9c11cba15281,148.85
7906f11b-0c5e-4235-8c66-1e3a6b577a2f,c369a09d-f886-4857-9c25-201c973dc7a5,28d10587-699a-475b-90c2-de9d551f7aff,84130eb1-4444-4fe1-8744-4a2db09321f7,138.46
9af01d67-d530-46d4-a3f3-bc58c3596e1d,850e9f67-2a18-4072-8840-7f4c982612e3,1cd73628-4504-49c0-ba65-016686f0bf25,8a5132ce-0242-4ed2-94f2-6ec3275bda74,38.5
5e48ebf6-5a21-406e-a0ea-f6d129bb9584,a364dbaa-3afb-4595-9f2a-f665ac96a9ba,ee987bc5-ab6b-41b1-a1cc-bbef4fe5a54d,6d5d026a-9def-4bd0-9094-ae602d8d4942,153.15
107e2070-ef9a-4262-91e1-f379a9830da9,fa580f10-2afc-45f9-a442-7eda9db2786a,0929ad03-224b-47ad-9444-cdeca901b37f,4aca80ee-ca25-4976-80bc-194ed0c8d725,116.89
502a3a4e-9335-453d-8dc2-c9bb0277db73,9e3f6667-c3e4-4768-8b0e-eabec93906ee,1f61274f-711c-4579-a70d-0ec64d3a7f0e,47aed23b-a958-460d-9a8c-beea0d8a793c,100.43
b750d0ee-cb3f-4fd0-9368-7fcae9103a5d,ce2012ce-c7c6-4d62-b363-0aab1a9110dd,e3b5036b-105a-4479-b73a-ca5b3e8be831,48ae47d8-fe65-4429-8026-1c9bc0b0b40f,40.25
4af93609-017e-4e4e-95fd-02d1a685bb8c,9d52bbb4-e8b4-421f-a520-f7a6b96385ca,2ca8bf04-53a3-4c8a-b5bb-97d431f18dee,8f3d30a0-7452-4cbb-9325-3cf6f80c0c32,12.89
46282a28-ae26-4d99-a545-792dac359d55,316820cc-8284-474f-aa62-2b1ad245e3ef,62583806-7f9b-453d-bb27-c721a15efa75,cb83db99-db96-4ffb-ba4c-a069f3f08a74,179.19
73f82be1-46a3-4b08-b0ff-3d3486452f0b,94b4aba9-be73-43a3-9c68-870a434acbf4,14bbd8af-b52a-4f5f-8cd6-2f078c66468c,493c8270-c018-43cf-8327-b9286691288a,19.8
b2f74b87-a6fb-4b0c-a6a8-70f862dc0a7c,7e376af3-880a-46d5-9177-f614d62c9213,1db8f0e0-7583-430a-9915-39535d0840db,1bd942ca-0361-4a78-bfd2-1af56b19b0d3,105.81
f02d4660-7ec6-4eff-a5c3-6f5c22a13507,5d1ffd49-40f5-4a38-ab87-b18f7d69b900,95634daf-8f9e-4995-babc-8db064a54708,100e0569-9b56-49b4-ad2b-aea47eb80094,149.42
10cb1f3b-404f-4279-8f29-71a8d3f60922,22913a4c-ec08-401e-9c4a-b4cd52433fcb,75c9a921-b840-4582-bd8f-00fdd7a90233,47decc58-65e2-40d9-9b83-7987ebacb1e0,0.55
eb163542-71a7-4522-b638-ff8dab2f1e99,2c6664b2-732d-462b-b4f1-88f83836ed93,3e5e526b-7512-495c-a971-ffbf9460f3cc,4471ef23-be4c-4fa4-b865-e4a052c56c36,84.25
b8427a77-e137-4626-9a46-159cff786451,2ae30514-6fa7-4aab-a444-4c3ed38d5b4a,0bd98893-e30a-40df-bb61-3283e4c982db,f8bc2a8e-4840-49d2-a08e-6b822778fd6f,39.07
47b719fc-f542-4819-bf98-7bb957040fad,7d8d4281-4a3a-4c66-895d-80b2a3441284,71a97a86-9006-4052-bb42-c6b7790e8f0f,e7bb5fde-124a-4ee0-a7c8-9c9132d8e5e1,22.94
4d3ad2a7-0f8f-4e51-8100-e8575e20d51b,45f5f339-12ed-4a4e-baf0-3cae0b9c322e,fd94fec2-9d07-45f2-90d0-0a3db56ec344,a3ed8de3-ab56-40a6-8cdf-6e839d32e282,37.59
f77937b2-da86-4c67-bbfb-de3b7449ddc9,68e791f4-1ba2-4b65-be27-d052d2973edc,a35102db-b4d0-41ce-86b2-515a47a6c983,439c6bbd-d7af-42b9-a556-c91f80c931e8,69.32
6f72e1da-a680-4ef5-9e7a-a577e9548b57,29382893-b765-48f9-950f-d1634b814d55,e81d5a22-6642-49cc-9f1b-051f56f1c608,1d6b9287-5a41-4dbf-a484-c7c593478359,155.52
8ddc1055-3e90-4ca8-8773-275a9e1a73fc,0eab7758-d4f5-499e-9ce3-0122f1befc3b,0f3146ab-29e1-4f14-9b5c-e74dea7d5c76,38560498-3b03-412c-90e6-bb1e23311883,64.0
78c6c167-04b2-4124-bc47-41ad0351b249,6c5ec575-93bc-4735-b621-4d8e89371ca3,3b9f4538-239d-4421-9274-554cedd8edd4,da66daf8-5056-4518-8b2c-b7bd66e487c7,135.48
2cc5dab3-b381-4bd1-8813-06e3f43a23cd,8af949e9-a0a8-409a-9ae1-e8ea65560987,47ce9c7d-bc2f-408e-9eeb-bdc0b09c88b7,00f2655d-9c3b-4b70-9c23-12654d037946,98.85
853c118b-3a80-46c7-83bd-cc91128079d1,e2ff2d63-8ef1-425c-9636-6811aa6e9e31,c0c703d8-0a8a-4aa6-bba7-0e1740d335f9,f0513224-0883-439e-bb44-a8cd73773ed7,92.71
5099873a-7443-4770-8f5b-60cc24e3b5ea,95860143-317e-4ce7-b194-0ac6e93394eb,5f152752-f01c-4e54-af92-91919b592a7b,475f11a4-16da-489f-9b96-a18562502e36,105.82
d89792a2-c78c-4076-a826-326eaab5019c,859ed38c-48b9-4280-84cd-08ebc7fd97ef,bdcf426b-25f5-4372-b3a0-7cbf9a0c8ba8,48a176dc-9687-4a9b-b20b-7f9a347af03f,58.62
